3382678,23,21,23,27,26
3384958,20,27,20,27,29
3386772,25,27,25,26,28
3399746,24,27,24,32,26
3405730,26,25,26,30,26
3416266,37,25,37,36,35
3416883,33,21,33,21,23
3421172,25,26,25,24,28
3421989,23,25,23,30,21
3428018,30,18,30,29,17
3435535,31,26,31,33,32
3437441,31,21,31,26,25
3452338,33,21,33,21,22
3454895,37,31,37,27,30
3455703,14,8,14,24,30
3457101,36,21,36,13,28
3464525,26,23,26,31,23
3474996,35,32,35,38,36
3483419,41,21,41,24,20
3488394,25,19,25,22,22
3497736,32,25,32,33,31
3504961,29,31,29,35,32
3507686,26,24,26,26,25
3511706,23,21,23,27,27
3526296,31,41,31,34,31
3542564,24,29,24,26,28
3548199,38,18,38,29,25
3549987,31,19,31,35,31
3561025,29,27,29,39,24
3598410,32,28,32,29,18
3608350,24,22,24,26,24
3609026,27,21,27,23,25
3618155,28,27,28,28,22
3629415,24,13,24,33,23
3644929,28,24,28,29,30
3645200,35,29,35,32,26
3649038,38,30,38,21,23
3655172,27,25,27,27,30
3670586,21,22,21,28,26
3675524,41,30,41,27,30
3693994,24,24,24,25,25
3698272,20,26,20,27,23
3708760,28,20,28,31,33
3710088,14,16,14,30,18
3715850,29,26,29,31,21
3812324,32,31,32,29,25
3830451,26,16,26,34,22
3830479,26,12,26,27,27
3849839,37,30,37,36,30
3850889,32,25,32,26,23
3854046,27,32,27,28,24
3855224,30,16,30,29,21
3868023,24,14,24,16,23
3868145,32,21,32,22,21
3869840,23,23,23,28,23
3915815,23,26,23,32,26
3922331,24,25,24,28,26
3922519,23,23,23,25,24
3923829,28,25,28,31,28
3932228,27,19,27,26,28
3933733,32,14,32,30,23
3950692,27,25,27,35,28
3957183,23,23,23,25,24
3964628,26,27,26,25,23
3964657,28,12,28,31,20
3967734,29,22,29,30,26
3988577,31,29,31,32,25
4000910,17,20,17,34,25
4011120,25,24,25,31,17
4011387,22,11,22,35,22
4020319,30,20,30,18,21
4031077,17,13,17,25,37
4039565,30,33,30,37,24
4046818,29,23,29,23,15
4071793,40,22,40,35,41
4074943,25,25,25,22,34
4077349,31,27,31,31,28
4085533,29,43,29,48,34
4085656,26,27,26,27,30
4094103,25,24,25,24,23
4097179,24,30,24,32,32
4104354,31,22,31,26,16
4107509,23,33,23,25,25
4109365,30,16,30,24,20
4117016,27,20,27,30,30
4122097,27,29,27,33,22
4142047,35,14,35,13,27
4146925,33,23,33,24,31
4163686,24,24,24,32,28
4164428,24,37,24,15,32
4178594,26,26,26,19,25
4178742,33,14,33,25,24
4180198,37,20,37,17,20
4186030,24,26,24,27,25
4186494,25,25,25,23,24
4186576,24,34,24,28,28
4186740,23,26,23,28,35
4189316,27,20,27,31,17
4195473,33,22,33,19,28
6218980,33,24,33,40,27
6224156,26,24,26,27,25
6231511,27,25,27,29,28
6235421,35,21,35,30,28
6237437,28,18,28,24,18
6237728,25,24,25,22,13
6239103,30,25,30,26,30
6239164,25,12,25,19,29
6253064,19,19,19,25,22
6253081,24,25,24,24,23
6254204,30,31,30,26,35
6254713,26,24,26,24,27
6255191,25,28,25,28,25
6256009,30,22,30,20,18
6261283,33,13,33,18,32
6272233,38,39,38,40,27
6274266,31,24,31,31,23
6285214,23,18,23,21,19
6301373,32,22,32,28,19
6319206,28,30,28,35,26
6326705,41,33,41,34,31
6326987,28,26,28,27,18
6331933,27,8,27,12,17
6335786,36,9,36,22,19
6367422,24,18,24,26,22
6380393,30,27,30,27,24
6380839,32,30,32,28,26
6392689,24,27,24,24,26
6396404,27,24,27,25,32
6411256,26,17,26,15,34
6428964,33,7,33,19,25
6433524,36,21,36,25,23
6436191,23,10,23,29,13
6461361,38,38,38,28,33
6474595,32,21,32,17,24
6478817,23,16,23,25,17
6481442,22,27,22,21,26
6493910,35,35,35,33,30
6494138,28,0,28,20,16
6546264,34,16,34,29,15
6557054,17,20,17,29,27
6559687,28,39,28,30,36
6568435,29,23,29,23,21
6568552,30,26,30,26,29
6577217,36,22,36,36,28
6582873,24,21,24,25,19
6594620,37,24,37,29,32
6594904,44,23,44,16,24
6604559,24,27,24,27,23
6605144,36,21,36,20,23
6605282,27,22,27,29,26
6605293,19,19,19,31,29
6611410,23,23,23,33,34
6612881,25,22,25,26,20
6620894,27,27,27,29,28
6631717,20,17,20,20,29
6651959,32,37,32,24,26
6653083,24,29,24,22,18
6653848,22,26,22,22,27
6655759,26,25,26,24,25
6658877,30,25,30,28,27
6660996,27,6,27,23,18
6675619,22,14,22,24,16
6675891,31,23,31,38,33
6690192,28,29,28,26,29
6696722,35,23,35,27,20
6727129,22,12,22,24,13
6728743,26,18,26,27,18
6728873,28,31,28,29,22
6744861,23,22,23,23,23
6748828,24,14,24,31,25
6754684,40,19,40,39,25
6770571,22,22,22,30,20
6771955,33,29,33,32,29
6775005,24,33,24,24,30
6781019,22,23,22,26,29
6791829,29,22,29,17,25
6794893,25,25,25,24,23
6795938,32,22,32,32,29
6803773,28,20,28,30,20
6805679,30,16,30,23,20
6813979,23,21,23,33,28
6821169,27,18,27,22,19
6845965,31,37,31,29,24
6847026,22,22,22,23,19
6876464,21,22,21,23,25
6893273,40,10,40,27,26
6899246,38,26,38,33,29
6907866,23,28,23,30,29
6917766,25,35,25,33,33
6934774,30,12,30,31,15
6977046,38,26,38,20,29
6984850,24,24,24,24,24
6987053,21,28,21,16,27
6994192,40,22,40,34,24
7002112,24,24,24,24,23
7005948,26,16,26,27,27
7015737,27,24,27,30,25
7018267,28,26,28,30,18
7029227,26,23,26,25,22
7042874,32,22,32,28,27
7061868,30,31,30,33,24
7063123,19,6,19,16,20
7071734,28,23,28,32,9
7073679,27,29,27,29,22
7081341,29,18,29,27,28
7093691,30,28,30,32,27
7097333,19,27,19,23,26
7097489,34,18,34,24,32
7099099,22,18,22,14,12
7122037,22,16,22,30,33
7131266,23,24,23,23,26
7133888,31,39,31,34,40
7137008,29,17,29,36,24
7160888,26,6,26,17,23
7161209,18,30,18,31,28
7166288,35,42,35,42,38
7173558,24,28,24,30,33
7176840,22,14,22,19,17
7179651,27,28,27,27,23
7192043,42,28,42,31,27
7204437,31,21,31,27,26
7209883,25,19,25,35,30
7215019,27,17,27,30,28
7229018,34,26,34,35,27
7230370,26,22,26,22,29
7240524,38,25,38,21,23
7249706,26,28,26,28,24
7259493,26,34,26,34,28
7269388,23,17,23,28,22
7280672,34,19,34,21,30
7302164,26,23,26,23,26
7303788,21,22,21,21,21
7303797,32,4,32,20,20
7307318,31,21,31,23,24
7307369,26,24,26,23,30
7310846,33,20,33,33,30
7321161,27,33,27,35,29
7322804,27,25,27,30,17
7322901,29,26,29,22,27
7332896,24,2,24,18,22
7339089,24,25,24,22,25
7361284,26,20,26,27,24
7371502,24,24,24,24,24
7374460,27,25,27,26,23
7399852,33,22,33,30,22
7405826,27,18,27,33,20
7416082,40,20,40,31,25
7427242,26,30,26,25,28
7430281,33,23,33,37,29
7441416,19,26,19,29,27
7442575,31,26,31,28,29
7444281,29,40,29,39,38
7446709,23,24,23,21,30
7453727,26,15,26,26,16
7458524,32,23,32,27,22
7472097,22,29,22,32,30
7477264,25,26,25,31,36
7483582,31,29,31,36,24
7492624,25,27,25,38,30
7494913,25,16,25,21,32
7502527,23,27,23,23,27
7522171,25,20,25,31,23
7527215,30,35,30,23,19
7531892,35,31,35,33,20
7544817,29,26,29,31,13
7549378,28,23,28,28,27
7551635,42,28,42,16,24
7573217,24,15,24,30,22
7576562,31,30,31,27,27
7577968,30,25,30,24,26
7578189,35,23,35,19,41
7583832,30,31,30,35,27
7586568,26,21,26,23,24
7595091,32,12,32,24,27
7601232,28,25,28,22,29
7605932,36,37,36,36,33
7615486,25,26,25,25,25
7619336,33,25,33,29,22
7622329,32,23,32,32,21
7622376,35,22,35,16,16
7631127,29,22,29,28,20
7633050,26,29,26,28,27
7642114,28,24,28,22,20
7666871,32,18,32,21,18
7667101,25,17,25,24,24
7675572,34,26,34,22,38
7678989,26,20,26,28,22
7679188,28,6,28,20,22
7683963,35,32,35,36,24
7684479,27,24,27,28,26
7686267,27,39,27,32,24
7691280,36,21,36,23,16
7694227,40,12,40,4,22
7697548,25,24,25,27,34
7703649,20,12,20,25,25
7706836,25,12,25,22,26
7714352,24,21,24,25,26
7714413,31,23,31,34,18
7717761,28,17,28,28,26
7719882,20,18,20,27,18
7724926,38,22,38,35,16
7731031,29,31,29,26,33
7733158,23,14,23,22,27
7734883,29,27,29,26,32
7736873,27,38,27,38,28
7738805,29,32,29,26,27
7740478,33,14,33,26,35
7753789,27,22,27,29,25
7755012,29,18,29,26,22
7756749,31,15,31,33,30
7757045,27,9,27,20,22
7759945,22,21,22,28,18
7759958,22,23,22,27,28
7763232,28,26,28,28,29
7766055,31,7,31,37,16
7769031,37,19,37,20,21
7774681,26,28,26,33,29
7775477,27,36,27,22,30
7778641,30,29,30,37,25
7779009,38,32,38,25,36
7780880,30,21,30,22,21
7784328,25,16,25,20,20
7785060,32,34,32,26,33
7785208,30,29,30,25,23
7786267,22,33,22,38,26
7787941,28,18,28,24,27
7788615,36,16,36,28,26
7788843,27,29,27,35,31
7795411,37,43,37,41,41
7796035,27,18,27,28,18
7800612,37,36,37,42,34
7800714,40,24,40,19,14
7800719,33,9,33,26,18
7800829,23,21,23,24,28
7801499,33,26,33,21,21
7802086,33,34,33,27,13
7803518,33,29,33,38,27
7803871,26,20,26,24,26
7804493,24,28,24,26,26
7807001,34,30,34,28,26
7807477,25,22,25,28,29
7807612,24,26,24,27,31
7807920,36,28,36,34,29
7812535,30,21,30,27,28
7812632,29,32,29,30,25
7813933,23,29,23,30,24
7813947,37,18,37,31,26
7814259,32,32,32,36,33
7814306,30,28,30,29,24
7814345,38,22,38,31,14
7815118,25,31,25,28,31
7815921,30,19,30,30,21
7817600,25,24,25,27,26
7817867,27,31,27,34,27
7817986,20,38,20,31,27
7818540,27,24,27,23,33
7820112,25,8,25,18,17
7823599,31,26,31,39,22
7823676,35,22,35,21,25
7824198,35,25,35,35,20
7825564,37,27,37,32,27
7825672,29,32,29,34,20
7826609,33,17,33,22,29
7827445,31,20,31,26,14
7829399,35,25,35,27,34
7830074,29,26,29,32,21
7830948,27,30,27,26,24
7831930,32,21,32,25,27
7832009,28,25,28,29,15
7832961,26,22,26,20,26
7832981,23,21,23,28,22
7833328,33,24,33,24,20
7834018,34,30,34,30,31
7836068,33,31,33,33,22
7837440,32,16,32,28,19
7838565,30,21,30,28,25
7838740,28,20,28,32,21
7838751,46,27,46,15,22
7839476,32,29,32,28,24
7839895,23,26,23,26,22
